date,lth_net_change_30d
2021-05-11,259493.6708860759
2021-05-12,225949.36708860757
2021-05-13,269936.7088607595
2021-05-14,267721.5189873418
2021-05-15,231329.11392405065
2021-05-16,230696.2025316456
2021-05-17,226265.82278481015
2021-05-18,219620.25316455695
2021-05-19,220253.16455696203
2021-05-20,223734.17721518985
2021-05-21,287025.31645569624
2021-05-22,235443.0379746835
2021-05-23,227531.64556962025
2021-05-24,221835.4430379747
2021-05-25,259493.6708860759
2021-05-26,271202.53164556954
2021-05-27,282911.3924050633
2021-05-28,270253.164556962
2021-05-29,264873.4177215189
2021-05-30,259493.6708860759
2021-05-31,259493.6708860759
2021-06-01,267088.60759493674
2021-06-02,267721.5189873418
2021-06-03,257594.93670886077
2021-06-04,257594.93670886077
2021-06-05,273417.7215189874
2021-06-06,270886.07594936714
2021-06-07,260759.4936708861
2021-06-08,260126.582278481
2021-06-09,161075.9493670886
2021-06-10,162341.7721518987
2021-06-11,218670.88607594935
2021-06-12,218037.9746835443
2021-06-13,218670.88607594935
2021-06-14,224367.08860759492
2021-06-15,235759.4936708861
2021-06-16,240822.78481012656
2021-06-17,260443.03797468357
2021-06-18,261392.4050632911
2021-06-19,244620.25316455695
2021-06-20,242721.51898734175
2021-06-21,231012.6582278481
2021-06-22,225316.45569620255
2021-06-23,291139.2405063291
2021-06-24,289873.4177215189
2021-06-25,274050.6329113924
2021-06-26,137974.6835443038
2021-06-27,139873.41772151896
2021-06-28,134810.12658227852
2021-06-29,110126.582278481
2021-06-30,84810.12658227846
2021-07-01,85443.03797468354
2021-07-02,89240.50632911391
2021-07-03,86708.86075949369
2021-07-04,76582.27848101265
2021-07-05,76582.27848101265
2021-07-06,102848.10126582278
2021-07-07,129113.92405063292
2021-07-08,131012.65822784806
2021-07-09,128481.01265822785
2021-07-10,106962.02531645568
2021-07-11,105063.29113924046
2021-07-12,98734.17721518988
2021-07-13,79746.83544303794
2021-07-14,86075.94936708861
2021-07-15,86708.86075949369
2021-07-16,87974.68354430376
2021-07-17,72784.81012658228
2021-07-18,43670.88607594938
2021-07-19,41139.24050632908
2021-07-20,29746.83544303797
2021-07-21,31645.5696202532
2021-07-22,58860.75949367085
2021-07-23,128797.46835443038
2021-07-24,198734.1772151899
2021-07-25,199367.0886075949
2021-07-26,193670.88607594935
2021-07-27,198101.26582278483
2021-07-28,168987.34177215194
2021-07-29,153797.46835443037
2021-07-30,156962.02531645566
2021-07-31,184810.1265822785
2021-08-01,183544.3037974683
2021-08-02,231645.56962025317
2021-08-03,233544.3037974684
2021-08-04,69620.25316455698
2021-08-05,68987.3417721519
2021-08-06,66455.6962025316
2021-08-07,48101.26582278483
2021-08-08,46835.44303797468
2021-08-09,58860.75949367085
2021-08-10,62025.31645569624
2021-08-11,43670.88607594938
2021-08-12,41772.15189873415
2021-08-13,54430.379746835395
2021-08-14,67088.60759493666
2021-08-15,99050.63291139236
2021-08-16,131012.65822784806
2021-08-17,153164.5569620253
2021-08-18,175316.45569620252
2021-08-19,177215.18987341775
2021-08-20,175316.45569620252
2021-08-21,215189.8734177215
2021-08-22,200949.36708860757
2021-08-23,186708.86075949363
2021-08-24,184810.1265822785
2021-08-25,189873.417721519
2021-08-26,189873.417721519
2021-08-27,136708.86075949366
2021-08-28,98101.2658227848
2021-08-29,78481.01265822783
2021-08-30,58860.75949367085
2021-08-31,56962.02531645572
2021-09-01,56962.02531645572
2021-09-02,24050.63291139237
2021-09-03,-121518.98734177218
2021-09-04,-121518.98734177218
2021-09-05,68354.43037974683
2021-09-06,68987.3417721519
2021-09-07,79746.83544303794
2021-09-08,81645.56962025317
2021-09-09,83544.3037974684
2021-09-10,105063.29113924046
2021-09-11,129746.835443038
2021-09-12,129113.92405063292
2021-09-13,190506.3291139241
2021-09-14,190506.3291139241
2021-09-15,151898.7341772152
2021-09-16,151265.82278481015
2021-09-17,-122151.89873417716
2021-09-18,68987.3417721519
2021-09-19,98101.2658227848
2021-09-20,98734.17721518988
2021-09-21,109493.67088607592
2021-09-22,93670.88607594935
2021-09-23,91772.1518987342
2021-09-24,81645.56962025317
2021-09-25,85759.49367088608
2021-09-26,89873.41772151898
2021-09-27,93037.97468354428
2021-09-28,89240.50632911391
2021-09-29,124683.54430379748
2021-09-30,124683.54430379748
2021-10-01,125316.45569620257
2021-10-02,209493.6708860759
2021-10-03,220253.1645569621
2021-10-04,222151.8987341772
2021-10-05,230379.74683544305
2021-10-06,246518.98734177215
2021-10-07,262658.2278481013
2021-10-08,69620.25316455698
2021-10-09,260126.582278481
2021-10-10,158544.30379746834
2021-10-11,261392.4050632911
2021-10-12,261392.4050632911
2021-10-13,260759.4936708861
2021-10-14,153164.55696202535
2021-10-15,156962.02531645572
2021-10-16,161392.40506329114
2021-10-17,158544.30379746834
2021-10-18,297468.35443037975
2021-10-19,297468.35443037975
2021-10-20,262025.3164556962
2021-10-21,261392.4050632911
2021-10-22,165189.87341772154
2021-10-23,179430.37974683545
2021-10-24,179430.37974683545
2021-10-25,180063.2911392405
2021-10-26,169303.79746835443
2021-10-27,155696.20253164554
2021-10-28,157278.48101265825
2021-10-29,161392.40506329114
2021-10-30,164240.5063291139
2021-10-31,171518.98734177215
2021-11-01,170253.16455696203
2021-11-02,205063.2911392405
2021-11-03,194303.7974683545
2021-11-04,117721.5189873418
2021-11-05,117721.5189873418
2021-11-06,118354.4303797468
2021-11-07,113291.13924050637
2021-11-08,112025.3164556962
2021-11-09,55696.20253164557
2021-11-10,58227.84810126579
2021-11-11,55696.20253164557
2021-11-12,632.9113924050762
2021-11-13,1898.7341772152288
2021-11-14,79746.83544303794
2021-11-15,232911.39240506332
2021-11-16,245569.62025316455
2021-11-17,261392.4050632911
2021-11-18,260759.4936708861
2021-11-19,68354.43037974683
2021-11-20,165189.87341772154
2021-11-21,262025.3164556962
2021-11-22,260126.582278481
2021-11-23,223101.2658227848
2021-11-24,226265.82278481015
2021-11-25,201898.7341772152
2021-11-26,204113.9240506329
2021-11-27,290506.32911392406
2021-11-28,245569.62025316455
2021-11-29,190506.3291139241
2021-11-30,189873.417721519
2021-12-01,148734.17721518985
2021-12-02,154430.37974683545
2021-12-03,191772.15189873416
2021-12-04,191772.15189873416
2021-12-05,191139.24050632908
2021-12-06,113291.13924050632
2021-12-07,35443.03797468357
2021-12-08,9493.670886075968
2021-12-09,6962.025316455663
2021-12-10,8860.759493670892
2021-12-11,-52215.189873417694
2021-12-12,-113291.13924050628
2021-12-13,-112658.22784810128
2021-12-14,68987.3417721519
2021-12-15,68987.3417721519
2021-12-16,68987.3417721519
2021-12-17,68987.3417721519
2021-12-18,-286708.86075949366
2021-12-19,-286708.86075949366
2021-12-20,-106329.1139240507
2021-12-21,-105063.29113924057
2021-12-22,-36708.86075949372
2021-12-23,-17721.518987341784
2021-12-24,-8860.759493670892
2021-12-25,17088.607594936708
2021-12-26,43037.97468354431
2021-12-27,42405.06329113923
2021-12-28,39873.417721519014
2021-12-29,39873.417721519014
2021-12-30,41772.15189873415
2021-12-31,36075.94936708865
2022-01-01,34810.12658227849
2022-01-02,36075.94936708865
2022-01-03,67721.51898734175
2022-01-04,67721.51898734175
2022-01-05,65189.87341772154
2022-01-06,66455.6962025316
2022-01-07,79746.83544303794
2022-01-08,81012.6582278481
2022-01-09,61392.40506329117
2022-01-10,58860.75949367085
2022-01-11,59493.67088607594
2022-01-12,52531.645569620276
2022-01-13,14556.96202531649
2022-01-14,15189.87341772148
2022-01-15,-6962.025316455707
2022-01-16,-29113.924050632893
2022-01-17,-17721.518987341784
2022-01-18,8227.848101265816
2022-01-19,29113.924050632893
2022-01-20,41772.15189873415
2022-01-21,52531.645569620276
2022-01-22,58227.84810126579
2022-01-23,62658.22784810125
2022-01-24,67721.51898734175
2022-01-25,-121518.98734177218
2022-01-26,163291.13924050634
2022-01-27,177215.18987341775
2022-01-28,164556.9620253165
2022-01-29,139873.41772151896
2022-01-30,99683.54430379743
2022-01-31,59493.67088607594
2022-02-01,55696.20253164557
2022-02-02,8860.759493670892
2022-02-03,10759.493670886031
2022-02-04,-4430.379746835447
2022-02-05,-15189.87341772148
2022-02-06,-14556.96202531649
2022-02-07,-70886.07594936714
2022-02-08,-72784.81012658228
2022-02-09,-71518.98734177212
2022-02-10,-44303.79746835447
2022-02-11,-22151.89873417723
2022-02-12,6962.025316455663
2022-02-13,6329.1139240506745
2022-02-14,-4430.379746835447
2022-02-15,-2531.6455696202174
2022-02-16,17721.518987341784
2022-02-17,20886.07594936708
2022-02-18,33860.75949367088
2022-02-19,46835.44303797468
2022-02-20,46835.44303797468
2022-02-21,-121518.98734177218
2022-02-22,68354.43037974683
2022-02-23,68987.3417721519
2022-02-24,193037.9746835443
2022-02-25,193037.9746835443
2022-02-26,68987.3417721519
2022-02-27,-121518.98734177218
2022-02-28,-121518.98734177218
2022-03-01,260126.582278481
2022-03-02,187341.7721518987
2022-03-03,184810.1265822785
2022-03-04,179113.92405063286
2022-03-05,148734.17721518985
2022-03-06,149367.08860759492
2022-03-07,160126.58227848104
2022-03-08,93037.97468354428
2022-03-09,91772.1518987342
2022-03-10,59177.215189873445
2022-03-11,26582.278481012676
2022-03-12,24683.544303797447
2022-03-13,24683.544303797447
2022-03-14,-22151.89873417723
2022-03-15,-22151.89873417723
2022-03-16,24683.544303797447
2022-03-17,27848.101265822836
2022-03-18,32911.39240506326
2022-03-19,64556.96202531646
2022-03-20,-3164.5569620252945
2022-03-21,-6962.025316455663
2022-03-22,-3797.46835443037
2022-03-23,0.0
2022-03-24,-4430.379746835447
2022-03-25,-4430.379746835447
2022-03-26,-121518.98734177218
2022-03-27,67721.51898734175
2022-03-28,68354.43037974683
2022-03-29,94936.7088607595
2022-03-30,94303.79746835445
2022-03-31,153164.5569620253
2022-04-01,164240.5063291139
2022-04-02,175316.45569620252
2022-04-03,167721.51898734178
2022-04-04,166455.69620253163
2022-04-05,160759.49367088603
2022-04-06,160126.58227848104
2022-04-07,162658.22784810126
2022-04-08,162025.3164556962
2022-04-09,162025.3164556962
2022-04-10,161392.4050632911
2022-04-11,160759.49367088603
2022-04-12,97468.35443037972
2022-04-13,88607.59493670883
2022-04-14,83544.3037974684
2022-04-15,113924.05063291136
2022-04-16,116455.69620253166
2022-04-17,144303.7974683544
2022-04-18,148734.17721518985
2022-04-19,153797.46835443037
2022-04-20,212658.22784810123
2022-04-21,213924.0506329114
2022-04-22,211392.40506329117
2022-04-23,226265.82278481015
2022-04-24,241139.2405063291
2022-04-25,243670.88607594935
2022-04-26,253481.01265822788
2022-04-27,263291.13924050634
2022-04-28,253797.4683544304
2022-04-29,253164.55696202532
2022-04-30,260759.4936708861
2022-05-01,260126.582278481
2022-05-02,285443.0379746835
2022-05-03,287341.7721518987
2022-05-04,277848.10126582277
2022-05-05,262025.3164556962
2022-05-06,261392.4050632911
2022-05-07,260126.582278481
2022-05-08,253797.4683544304
2022-05-09,256329.11392405065
2022-05-10,249367.08860759495
2022-05-11,211392.40506329117
2022-05-12,208227.8481012658
2022-05-13,201265.82278481012
2022-05-14,170886.07594936708
2022-05-15,140506.32911392403
2022-05-16,143037.97468354434
2022-05-17,144303.7974683544
2022-05-18,144936.70886075948
2022-05-19,-121518.98734177218
2022-05-20,-122151.89873417716
2022-05-21,162658.22784810126
2022-05-22,163924.0506329114
2022-05-23,68354.43037974683
2022-05-24,68354.43037974683
2022-05-25,101898.73417721516
2022-05-26,94936.7088607595
2022-05-27,60126.582278481015
2022-05-28,62658.22784810125
2022-05-29,63291.13924050631
2022-05-30,47468.35443037975
2022-05-31,46202.5316455696
2022-06-01,75949.36708860757
2022-06-02,77215.18987341772
2022-06-03,74683.54430379752
2022-06-04,39082.27848101267
2022-06-05,3481.0126582278317
2022-06-06,128481.01265822785
2022-06-07,151265.82278481015
2022-06-08,151898.7341772152
2022-06-09,141772.15189873418
2022-06-10,61392.40506329117
2022-06-11,60759.49367088609
2022-06-12,69620.25316455698
2022-06-13,68987.3417721519
2022-06-14,-93670.88607594935
2022-06-15,-95569.6202531645
2022-06-16,-81645.56962025317
2022-06-17,-80379.74683544302
2022-06-18,-8227.848101265816
2022-06-19,12025.316455696186
2022-06-20,27848.101265822836
2022-06-21,69620.25316455698
2022-06-22,68354.43037974683
2022-06-23,-122151.89873417716
2022-06-24,151265.82278481015
2022-06-25,153164.5569620253
2022-06-26,103797.4683544304
2022-06-27,139240.5063291139
2022-06-28,174683.54430379745
2022-06-29,69620.25316455698
2022-06-30,-122151.89873417716
2022-07-01,-122151.89873417716
2022-07-02,79113.92405063295
2022-07-03,72468.35443037978
2022-07-04,65822.78481012661
2022-07-05,60759.49367088609
2022-07-06,56329.113924050645
2022-07-07,10443.03797468354
2022-07-08,-35443.03797468357
2022-07-09,-11392.40506329111
2022-07-10,20886.07594936708
2022-07-11,-55063.29113924049
2022-07-12,-131012.65822784806
2022-07-13,-189873.417721519
2022-07-14,-130379.74683544307
2022-07-15,-206962.02531645563
2022-07-16,-207594.9367088608
2022-07-17,68987.3417721519
2022-07-18,68354.43037974683
2022-07-19,-122151.89873417716
2022-07-20,-108860.75949367083
2022-07-21,-105063.29113924057
2022-07-22,-99367.08860759495
2022-07-23,32278.481012658187
2022-07-24,28481.012658227824
2022-07-25,44303.79746835447
2022-07-26,98101.2658227848
2022-07-27,-122151.89873417716
2022-07-28,-121518.98734177218
2022-07-29,64556.96202531646
2022-07-30,63924.050632911385
2022-07-31,49367.08860759494
2022-08-01,34810.12658227849
2022-08-02,29113.924050632893
2022-08-03,23417.721518987382
2022-08-04,-3164.5569620252945
2022-08-05,-3164.5569620252945
2022-08-06,-63291.13924050631
2022-08-07,-123417.72151898732
2022-08-08,-123417.72151898732
2022-08-09,-116455.69620253156
2022-08-10,-117088.60759493674
2022-08-11,-62658.22784810125
2022-08-12,-62658.22784810125
2022-08-13,-62025.31645569624
2022-08-14,-60759.49367088609
2022-08-15,-121518.98734177218
2022-08-16,-122151.89873417716
2022-08-17,-137974.6835443038
2022-08-18,-141139.2405063291
2022-08-19,-140506.32911392412
2022-08-20,-70253.16455696197
2022-08-21,-70886.07594936714
2022-08-22,-61392.40506329108
2022-08-23,-94303.79746835431
2022-08-24,-94303.79746835431
2022-08-25,-84177.21518987347
2022-08-26,-83544.30379746831
2022-08-27,-29113.924050632893
2022-08-28,25316.455696202524
2022-08-29,28481.012658227824
2022-08-30,39873.41772151897
2022-08-31,51265.82278481012
2022-09-01,56329.113924050645
2022-09-02,42405.06329113923
2022-09-03,36075.94936708865
2022-09-04,55063.29113924049
2022-09-05,53164.55696202535
2022-09-06,53164.55696202535
2022-09-07,45569.620253164525
2022-09-08,-349683.5443037975
2022-09-09,-543449.3670886075
2022-09-10,-474439.8734177215
2022-09-11,29746.83544303797
2022-09-12,262025.3164556962
2022-09-13,68354.43037974683
2022-09-14,139430.3797468354
2022-09-15,67721.51898734175
2022-09-16,-424474.6835443038
2022-09-17,-556329.1139240507
2022-09-18,-508227.8481012658
2022-09-19,-234177.21518987347
2022-09-20,-240506.3291139241
2022-09-21,-235443.03797468363
2022-09-22,-135443.0379746836
2022-09-23,-35443.03797468357
2022-09-24,-35443.03797468357
2022-09-25,-32278.481012658187
2022-09-26,-51898.7341772152
2022-09-27,-53164.55696202535
2022-09-28,-52531.64556962019
2022-09-29,-48734.177215189906
2022-09-30,-50632.91139240505
2022-10-01,-38607.59493670886
2022-10-02,-40506.329113924
2022-10-03,-55696.20253164567
2022-10-04,-55696.20253164567
2022-10-05,-55696.20253164567
2022-10-06,-51265.82278481021
2022-10-07,-82911.39240506334
2022-10-08,-84177.21518987347
2022-10-09,25949.3670886076
2022-10-10,-103797.4683544304
2022-10-11,-88924.05063291141
2022-10-12,-74050.63291139243
2022-10-13,43037.97468354431
2022-10-14,45569.620253164525
2022-10-15,-55696.20253164567
2022-10-16,-47468.35443037975
2022-10-17,-48734.177215189906
2022-10-18,-41772.15189873415
2022-10-19,65822.78481012661
2022-10-20,-170253.1645569621
2022-10-21,-150632.91139240496
2022-10-22,-141139.2405063291
2022-10-23,-145569.62025316455
2022-10-24,-156329.11392405056
2022-10-25,-160759.49367088603
2022-10-26,-173417.72151898738
2022-10-27,-172784.81012658222
2022-10-28,-166455.69620253163
2022-10-29,-198101.2658227847
2022-10-30,-199367.0886075949
2022-10-31,-118987.34177215188
2022-11-01,-117088.60759493674
2022-11-02,-118354.43037974687
2022-11-03,-119620.25316455704
2022-11-04,-118354.43037974687
2022-11-05,-120253.16455696205
2022-11-06,-61392.40506329112
2022-11-07,-2531.6455696202174
2022-11-08,-9493.670886075968
2022-11-09,-123417.72151898732
2022-11-10,-112658.22784810128
2022-11-11,-112658.22784810128
2022-11-12,-113924.05063291144
2022-11-13,-105696.20253164554
2022-11-14,-93670.88607594935
2022-11-15,-91772.1518987342
2022-11-16,-63291.13924050637
2022-11-17,-34810.12658227849
2022-11-18,-21518.987341772154
2022-11-19,22468.354430379724
2022-11-20,66455.6962025316
2022-11-21,64556.96202531646
2022-11-22,-27215.189873417745
2022-11-23,156012.6582278481
2022-11-24,154746.83544303797
2022-11-25,185601.2658227848
2022-11-26,216455.69620253163
2022-11-27,214873.41772151896
2022-11-28,242563.2911392405
2022-11-29,270253.164556962
2022-11-30,288607.59493670886
2022-12-01,215284.81012658225
2022-12-02,40588.60759493668
2022-12-03,25090.506329113938
2022-12-04,256962.0253164557
2022-12-05,255696.2025316455
2022-12-06,252531.64556962025
2022-12-07,241772.1518987342
2022-12-08,242405.0632911392
2022-12-09,157594.93670886074
2022-12-10,72784.81012658228
2022-12-11,219620.25316455695
2022-12-12,219620.25316455695
2022-12-13,157594.93670886074
2022-12-14,160443.0379746835
2022-12-15,159810.12658227846
2022-12-16,289556.96202531643
2022-12-17,259493.6708860759
2022-12-18,259493.6708860759
2022-12-19,296835.4430379747
2022-12-20,150316.45569620255
2022-12-21,300000.0
2022-12-22,69620.25316455698
2022-12-23,68354.43037974683
2022-12-24,67721.51898734175
2022-12-25,67088.60759493666
2022-12-26,284810.1265822785
2022-12-27,287341.7721518987
2022-12-28,287974.6835443038
2022-12-29,261392.4050632911
2022-12-30,260759.4936708861
2022-12-31,261392.4050632911
2023-01-01,324968.35443037975
2023-01-02,341250.0
2023-01-03,357531.6455696203
2023-01-04,358196.2025316456
2023-01-05,273132.91139240505
2023-01-06,273132.91139240505
2023-01-07,314335.44303797465
2023-01-08,317658.2278481013
2023-01-09,328955.6962025317
2023-01-10,350886.0759493671
2023-01-11,348227.8481012659
2023-01-12,389762.6582278481
2023-01-13,431297.4683544303
2023-01-14,437278.4810126583
2023-01-15,428639.24050632905
2023-01-16,556898.7341772151
2023-01-17,558227.8481012658
2023-01-18,473829.1139240507
2023-01-19,273797.4683544304
2023-01-20,273797.4683544304
2023-01-21,274462.0253164557
2023-01-22,475158.22784810135
2023-01-23,598500.0
2023-01-24,602819.6202531644
2023-01-25,473164.55696202535
2023-01-26,48718.67088607599
2023-01-27,71772.15189873417
2023-01-28,108987.34177215192
2023-01-29,291740.5063291139
2023-01-30,474493.67088607594
2023-01-31,474493.67088607594
2023-02-01,274462.0253164557
2023-02-02,71772.15189873417
2023-02-03,108987.34177215192
2023-02-04,36218.35443037981
2023-02-05,275126.582278481
2023-02-06,598500.0
2023-02-07,556234.1772151899
2023-02-08,598500.0
2023-02-09,625348.1012658228
2023-02-10,598500.0
2023-02-11,581819.6202531646
2023-02-12,532310.1265822784
2023-02-13,541613.9240506329
2023-02-14,552246.8354430379
2023-02-15,568860.759493671
2023-02-16,475158.22784810135
2023-02-17,272468.3544303797
2023-02-18,272468.3544303797
2023-02-19,494430.37974683545
2023-02-20,495759.49367088603
2023-02-21,490443.03797468357
2023-02-22,216579.11392405067
2023-02-23,273132.91139240505
2023-02-24,467848.1012658228
2023-02-25,465854.4303797469
2023-02-26,462199.3670886076
2023-02-27,458544.30379746837
2023-02-28,363512.65822784806
2023-03-01,274462.0253164557
2023-03-02,3721.518987341768
2023-03-03,7150.632911392443
2023-03-04,293069.62025316467
2023-03-05,269810.12658227846
2023-03-06,198037.97468354434
2023-03-07,186075.94936708864
2023-03-08,182753.164556962
2023-03-09,168132.91139240505
2023-03-10,153512.65822784812
2023-03-11,160822.78481012656
2023-03-12,154177.21518987344
2023-03-13,112974.6835443038
2023-03-14,71772.15189873417
2023-03-15,-122151.89873417716
2023-03-16,-121518.98734177218
2023-03-17,-121518.98734177218
2023-03-18,198702.5316455696
2023-03-19,198037.97468354434
2023-03-20,194050.63291139243
2023-03-21,193386.07594936714
2023-03-22,256518.98734177215
2023-03-23,249208.86075949372
2023-03-24,241898.7341772152
2023-03-25,233924.0506329114
2023-03-26,192056.96202531646
2023-03-27,191392.4050632911
2023-03-28,184746.835443038
2023-03-29,75759.49367088606
2023-03-30,-31645.5696202532
2023-03-31,-192721.51898734175
2023-04-01,-424556.9620253164
2023-04-02,-666075.9493670887
2023-04-03,-664556.9620253164
2023-04-04,-798227.8481012658
2023-04-05,-811139.240506329
2023-04-06,-630759.4936708859
2023-04-07,-125278.48101265819
2023-04-08,17721.518987341784
2023-04-09,18354.43037974686
2023-04-10,-521012.658227848
2023-04-11,-522531.6455696202
2023-04-12,-507341.77215189877
2023-04-13,68354.43037974683
2023-04-14,67721.51898734175
2023-04-15,144936.70886075948
2023-04-16,144936.70886075948
2023-04-17,90822.78481012656
2023-04-18,36708.86075949364
2023-04-19,36075.94936708865
2023-04-20,34177.21518987342
2023-04-21,24050.63291139237
2023-04-22,632.9113924050762
2023-04-23,-5316.455696202536
2023-04-24,-12911.392405063238
2023-04-25,-18227.848101265776
2023-04-26,-22025.316455696233
2023-04-27,-23544.30379746831
2023-04-28,-22025.316455696233
2023-04-29,24050.63291139237
2023-04-30,22151.89873417723
2023-05-01,19620.253164556925
2023-05-02,165822.78481012656
2023-05-03,165189.87341772148
2023-05-04,158227.84810126582
2023-05-05,157594.93670886074
2023-05-06,155696.2025316456
2023-05-07,117088.60759493674
2023-05-08,115822.78481012658
2023-05-09,114556.96202531645
2023-05-10,113924.05063291136
